Part No,Description,# Models,Fits these models
90302-KTE-911,"NUT, FLANGE SPECIAL, 6MM  (SIMMONDS MARSHALL)",175,"CB110AMF, CB110AMH, CB110BK, CB110C2F, CB110C2H, CB110C2K, CB110C2MH, CB110C2MK, CB110C3MM, CB110CE, CB110CF, CB110CG, CB110CMDK, CB110CMDM, CB110CMDN, CB110CMDR, CB110CME, CB110CMF, CB110CMG, CB110CMH, CB110D, CB110E, CB110J, CB110MD, CB110ME, CB190XN, CB190XR, CB190XS, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB650RAM, CB650RAN, CBF110BEN, CBF110BER, CBF110BES, CBF110BK, CBF110BL, CBF110BN, CBF110G, CBF110H, CBF110J, CBF110SBEN, CBF110SBER, CBF110SBES, CBF110SBK, CBF110SBL, CBF110SBN, CBF110SG, CBF110SH, CBF110SJ, CBF1256, CBF1259, CBF125A, CBF125BH, CBF125C, CBF125C9, CBF125CA, CBF125CC, CBF125CL, CBF125F, CBF125H, CBF125J/K, CBF125L, CBF125L3, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF125MCC, CBF125MEFS, CBF125MEFT, CBF125MEN, CBF125MEP, CBF125MER, CBF125MFS, CBF125MG, CBF125MH, CBF125MJ/MK, CBF125ML, CBF125MN, CBF125MP, CBF125N, CBF125P, CBF125S, CBF125T, CBF125ZT, CBF150MD, CBF150MH, CBF150MK, CBF160AL, CBF160AR, CBF160AS, CBF160FSJ, CBF160FSK, CBF160FSM, CBF160FSR, CBF160FSS, CBF160MAJ, CBF160MAK, CBF160MG, CBF160MH, CBF160MJ, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, CBF300NAK, CBF300NAN, CBF300NAR, CBR150RC, CBR150RG, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RAJ, CBR250RD, CBR250RG, CBR250RH, CBR250RJ, CBR650FAG, CBR650FAJ, CBR650RAL, CBR650RAM, CBR650RAN, CD100RNP, CD100RNS, CD100RNT, MC300AN, MC300AP, MC300AS, NVA110BK, NVA110G, NVA110H, NVA110K, NVB110H, SCV110D, SCV110E, SCV110F, SCV110G, SCV110GD, SCV110GFD, SCV110GFH, SCV110GFK, SCV110GH, SCV110GK, SCV110H, SCV110HE, SCV110HF, SCV110HH, SCV110HK, SCV110J, SCV110L, SCV110LI, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125E, SCV125FP, SCV125G, SCV125H, SCV125K, SCV125L, SCV125N, SCV125S, SCV125T"
90302-KVB-T01,"NUT, U, 5MM",1,CB500XAM
90302-KWP-E00,"NUT, PUSH, 3MM",13,"SCV110H, SCV110J, SCV110L, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125FP, SCV125H, SCV125K, SCV125N, SCV125S, SCV125T"
90302-KWW-A00,"NUT, SPRING, 4MM",12,"CB190XN, CB190XR, CB190XS, CBF125ZT, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, MC300AN, MC300AP, MC300AS"
90302-MB1-000,"NUT, SPECIAL, 6MM",1,CRF1000DH
90302-SA4-003,"NUT, SPRING, 4MM",1,CBF300NAK
90303-HA0-680,"NUT, SPECIAL, 6X7",9,"CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90303-K1C-D61,NUT,5,"CBF110SBL, CBF110SBN, CBF125N, CBF125ZT, CBF160AS"
90303-KCC-841,NUT,26,"CBF110MA, CBF110MC, CBF110ME, CBF110MSE, CBF1256, CBF1259, CBF125A, CBF125C9, CBF125CA, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF150M9, CBF150MA, CBF150MB, SCV100G8"
90303-MAK-003,"NUT, FLANGE, 6MM",6,"CBR250RB, CBR250RC, CBR250RD, CBR250RG, CBR250RH, CBR250RJ"
90303-MGZ-J40,"NUT, CLIP, 6MM",3,"CB500XAM, CB650RAM, CB650RAN"
90304-425-000,"NUT, STEERING STEM",4,"NVA110BK, NVA110G, NVA110H, NVA110K"
90304-GE8-003,"NUT, U, 10MM(FUSE RASHI)",16,"CB500XAM, CBF1505, CBF1506, CBF150M5, CBF150M6, CBR150RC, CBR150RG, CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90304-K0L-D10,"NUT, SIDE STAND",24,"SCV110FBL, SCV110FBS, SCV110FL, SCV110FM, SCV110FP, SCV110FS, SCV110LI, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125FP, SCV125L, SCV125N, SCV125S, SCV125SBR, SCV125SBT, SCV125SL, SCV125SM, SCV125SN, SCV125SR, SCV125ST, SCV125T"
90304-K0N-D00,"NUT, HEX. CAP, 7MM",12,"CB110CMDR, CBF110BER, CBF110BES, CBF110SBER, CBF110SBES, CBF125CL, CBF125L, CBF125N, CBF125P, SCV125FP, SCV125SBR, SCV125SR"
90304-K0N-D80,"NUT, STEERING STEM",29,"CB110CMDN, CB110CMDR, CBF110BEN, CBF110BER, CBF110BES, CBF110BN, CBF110SBEN, CBF110SBER, CBF110SBES, CBF110SBN, CBF125MEFS, CBF125MEFT, CBF125MEN, CBF125MEP, CBF125MER, CBF125MFS, CBF125MN, CBF125MP, CBF125N, CBF125P, CBF125S, CBF125T, CBF160AR, CBF160AS, CBF160FSR, CBF160FSS, CD100RNP, CD100RNS, CD100RNT"
90304-K0V-AC0,"NUT, FLANGE, 7MM",36,"CB110CMDN, CBF110BEN, CBF110BN, CBF110SBEN, CBF110SBN, CBF125MEFS, CBF125MEFT, CBF125MEN, CBF125MEP, CBF125MER, CBF125MFS, CBF125MN, CBF125MP, CBF125N, CBF125P, CBF125S, CBF125T, CBF125ZT, SCV110FBR, SCV110FBS, SCV110FH, SCV110FP, SCV110FR, SCV110FS, SCV110HF, SCV110HH, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125N, SCV125S, SCV125SBT, SCV125SN, SCV125ST, SCV125T"
90304-K0Z-900,"NUT, FLANGE CAP, 5MM",5,"CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR"
90304-K14-960,"NUT, 6MM",12,"CB110AMF, CB110AMH, CB110BK, CB110CF, CB110CG, CB110CMDK, CB110CMF, CB110CMG, CB110CMH, CB110J, CBF125J/K, CBF125L"
90304-K23-900,NUT(6MM),9,"CB110C2H, CB110C2K, CB110C2MH, CB110C2MK, CB110E, CB110ME, CBF150MK, CBF160MAJ, CBF160MAK"
90304-K2K-D00,"NUT, SIDE STAND",3,"MC300AN, MC300AP, MC300AS"
90304-K3C-D10,"NUT, FLANGE, 7MM",3,"CD100RNP, CD100RNS, CD100RNT"
90304-K43-D00,"NUT, STEERING STEM",13,"CB190XN, CB190XR, CBF125ZT, CBF160MAJ, CBF160MAK, CBF160MJ, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, CBF300NAN, CBF300NAR"
90304-K63-D30,"NUT, STEERING STEM",48,"CB110AMH, CB110BK, CB110C2H, CB110C2K, CB110C2MH, CB110C2MK, CB110C3MM, CB110CMDM, CB110CMH, CB110J, CB110ME, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR, CB350RSM, CB350RSP/RSR, CBF110BK, CBF110BL, CBF110G, CBF110H, CBF110J, CBF110SBK, CBF110SBL, CBF110SG, CBF110SH, CBF110SJ, CBF125CL, CBF125J/K, CBF125L, CBF125L3, CBF125MJ/MK, CBF125ML, CBF150MH, CBF150MK, CBF160AL, CBF160FSJ, CBF160FSK, CBF160FSM, CBF160FSN, CBF160MJ"
90304-KCS-920,"NUT, U, 10MM",23,"SC1504, SC1505, SCV100CM2, SCV100CM5, SCV100F3, SCV100F5, SCV100F9, SCV100FA, SCV100G8, SCV1109, SCV110B, SCV110D, SCV110FBC, SCV110FBH, SCV110FC, SCV110FD, SCV110FF, SCV110FH, SCV110GA, SCV110GC, SCV110GD, SCV110GFD, SCV125E"
90304-KGA-900,"NUT, STEERING STEM",12,"CB500XAM, CB650RAM, CB650RAN, CBR250RAB, CBR250RAC, CBR250RB, CBR250RC, CBR650FAG, CBR650FAJ, CBR650RAL, CBR650RAM, CBR650RAN"
90304-KGH-901,"NUT, U, 10MM",14,"CB500XAM, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF300NAK, SCV110D, SCV110GC, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF"
90304-KPG-901,"NUT, U, 8MM",8,"CB650RAM, CB650RAN, CBF1505, CBF1506, CBF150M5, CBF150M6, CBF300NAK, SCV110GC"
90304-KPH-700,"NUT, HEX. CAP, 8MM",9,"CB500XAM, CB650RAM, CB650RAN, CBF300NAK, CBR650FAG, CBR650FAJ, CBR650RAL, CBR650RAM, CBR650RAN"
90304-KPL-900,"NUT, HEX., 5MM",72,"SC1504, SC1505, SCV100CM2, SCV100CM5, SCV100F3, SCV100F5, SCV100F9, SCV100FA, SCV100G8, SCV1109, SCV110B, SCV110D, SCV110E, SCV110F, SCV110FBC, SCV110FBH, SCV110FBK, SCV110FBL, SCV110FBR, SCV110FBS, SCV110FC, SCV110FD, SCV110FF, SCV110FH, SCV110FK, SCV110FL, SCV110FM, SCV110FP, SCV110FR, SCV110FS, SCV110G, SCV110GA, SCV110GC, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF, SCV110GFH, SCV110GFK, SCV110GH, SCV110GK, SCV110H, SCV110HE, SCV110HF, SCV110HH, SCV110HK, SCV110J, SCV110L, SCV110LI, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125E, SCV125FP, SCV125G, SCV125H, SCV125K, SCV125L, SCV125N, SCV125S, SCV125SBR, SCV125SBT, SCV125SJ, SCV125SK, SCV125SL, SCV125SM, SCV125SN, SCV125SR, SCV125ST, SCV125T"
90304-KSP-900,"NUT, STEERING STEM",75,"CB110AMF, CB110AMH, CB110C2F, CB110C2G, CB110C2MG, CB110CE, CB110CF, CB110CG, CB110CME, CB110CMF, CB110CMG, CB110D, CB110E, CB110J, CB110MD, CB110ME, CBF110A, CBF110C, CBF110E, CBF110G, CBF110H, CBF110J, CBF110MA, CBF110MC, CBF110ME, CBF110MSE, CBF110SG, CBF110SH, CBF110SJ, CBF1256, CBF1259, CBF125A, CBF125BH, CBF125C, CBF125C9, CBF125CA, CBF125CC, CBF125F, CBF125H, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF125MCC, CBF125MG, CBF125MH, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF150M9, CBF150MA, CBF150MB, CBF150MC, CBF150MD, CBF160F, CBF160G, CBF160H, CBF160MG, CBF160MH, CBR150RC, CBR150RG, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RAJ, CBR250RD, CBR250RG, CBR250RH, CBR250RJ"
90304-KST-942,"NUT, FLANGE, 10MM (LEO FASTENERS)",17,"CBF150MB, CBF150MC, CBF150MD, CBF160F, CBF160FSS, SCV110FBS, SCV110FS, SCV110GA, SCV110GC, SCV110HE, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125FP, SCV125N"
90304-KTE-911,"NUT, FLANGE SPECIAL, 10MM
 (SIMMONDS MARSHALL)",229,"CB110AMF, CB110AMH, CB110BK, CB110C2F, CB110C2G, CB110C2H, CB110C2K, CB110C2MG, CB110C2MH, CB110C2MK, CB110C3MM, CB110CE, CB110CF, CB110CG, CB110CMDK, CB110CMDM, CB110CMDN, CB110CMDR, CB110CME, CB110CMF, CB110CMG, CB110CMH, CB110D, CB110E, CB110J, CB110MD, CB110ME, CB190XN, CB190XR, CB190XS, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR, CB350RSM, CB350RSP/RSR, CBF110A, CBF110BEN, CBF110BER, CBF110BES, CBF110BK, CBF110BL, CBF110BN, CBF110C, CBF110E, CBF110G, CBF110H, CBF110J, CBF110MA, CBF110MC, CBF110ME, CBF110MSE, CBF110SBEN, CBF110SBER, CBF110SBES, CBF110SBK, CBF110SBL, CBF110SBN, CBF110SG, CBF110SH, CBF110SJ, CBF1256, CBF1259, CBF125A, CBF125BH, CBF125C, CBF125C9, CBF125CA, CBF125CC, CBF125CL, CBF125F, CBF125H, CBF125J/K, CBF125L, CBF125L3, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF125MCC, CBF125MEFS, CBF125MEFT, CBF125MEN, CBF125MEP, CBF125MER, CBF125MFS, CBF125MG, CBF125MH, CBF125MJ/MK, CBF125ML, CBF125MN, CBF125MP, CBF125N, CBF125P, CBF125S, CBF125T, CBF125ZT, CBF1507, CBF150M7, CBF150M9, CBF150MA, CBF150MB, CBF150MC, CBF150MD, CBF150MH, CBF150MK, CBF160AL, CBF160AR, CBF160AS, CBF160F, CBF160FSJ, CBF160FSK, CBF160FSM, CBF160FSN, CBF160FSR, CBF160FSS, CBF160G, CBF160H, CBF160MAJ, CBF160MAK, CBF160MG, CBF160MH, CBF160MJ, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, CBF300NAN, CBF300NAR, CBR150RC, CBR150RG, CBR250RAB, CBR250RAC, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RAJ, CBR250RB, CBR250RC, CBR250RD, CBR250RG, CBR250RH, CBR250RJ, CD100RNP, CD100RNS, CD100RNT, MC300AN, MC300AP, MC300AS, NVA110BK, NVA110G, NVA110H, NVA110K, NVB110H, SCV100G8, SCV1109, SCV110B, SCV110D, SCV110E, SCV110F, SCV110FBC, SCV110FBH, SCV110FBK, SCV110FBL, SCV110FBR, SCV110FBS, SCV110FC, SCV110FD, SCV110FF, SCV110FH, SCV110FK, SCV110FL, SCV110FM, SCV110FP, SCV110FR, SCV110FS, SCV110G, SCV110GA, SCV110GC, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF, SCV110GFH, SCV110GFK, SCV110GH, SCV110GK, SCV110H, SCV110HE, SCV110HF, SCV110HH, SCV110HK, SCV110J, SCV110L, SCV110LI, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125E, SCV125FP, SCV125G, SCV125H, SCV125K, SCV125L, SCV125N, SCV125S, SCV125SBR, SCV125SBT, SCV125SJ, SCV125SK, SCV125SL, SCV125SM, SCV125SN, SCV125SR, SCV125ST, SCV125T"
90304-MCF-000,"NUT, STEERING STEM FLANGE",1,CBF300NAK
90304-MCS-G01,"NUT, U, FLANGE, 10MM",13,"CB650RAM, CB650RAN, CBR650RAM, CBR650RAN, CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90304-ME1-670,"NUT, CAP, 8MM",9,"CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90304-MEE-D00,"NUT, STEERING STEM",6,"CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90304-MJ0-920,"NUT, CAP, 7MM",51,"CB110C3MM, CB110CMDM, CBF110BL, CBF110SBL, CBF125CL, CBF125L3, CBF125ML, NVA110BK, NVA110G, NVA110H, NVA110K, NVB110H, SCV110D, SCV110E, SCV110F, SCV110FBH, SCV110FBK, SCV110FBL, SCV110FD, SCV110FF, SCV110FH, SCV110FK, SCV110FL, SCV110FM, SCV110G, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF, SCV110GFH, SCV110GFK, SCV110GH, SCV110GK, SCV110H, SCV110HE, SCV110HF, SCV110HH, SCV110HK, SCV110J, SCV110L, SCV110LI, SCV110M, SCV125E, SCV125G, SCV125H, SCV125K, SCV125L, SCV125SJ, SCV125SK, SCV125SL, SCV125SM"
90304-MJ4-670,"NUT, STEERING STEM",3,"CRF1000DH, CRF1000DJ, CRF1000DK"
90304-MJE-D01,"NUT, U, FLANGE, 10MM",3,"CBR650FAG, CBR650FAJ, CBR650RAL"
90304-MJP-G50,"NUT, FR. AXLE",9,"CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90305-GE8-003,"NUT, U, 14MM",1,CBR150RC
90305-GGZ-J01,"NUT, U, 14MM",1,CBF300NAK
90305-GK8-000,"NUT, CLIP, 6MM",3,"CBF300NAK, CBF300NAN, CBF300NAR"
90305-GW2-711,"NUT, U, 16MM",1,CB500XAM
90305-K0A-DB1,"NUT, 14MM(PT)",2,"CBF300NAN, CBF300NAR"
90305-K2K-D00,"NUT, STEERING STEM",3,"MC300AN, MC300AP, MC300AS"
90305-K64-N00,"NUT, AXLE, 14MM",3,"CBF300NAK, CBF300NAN, CBF300NAR"
90305-K67-900,"NUT, CAP, 10MM",4,"CBF125BH, CBF125H, CBF125MG, CBF125MH"
90305-K87-A00,"BOLT, FR. AXLE",1,CB500XAM
90305-KCJ-951,"NUT, U, 14MM(FUJI SEIMITSU)",14,"CB500XAM, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF150M9, CBF150MA, CBF150MH, CBF150MK, CBF160F, CBF160G, CBF160H"
90305-KCS-920,"NUT, SPECIAL, 14MM",3,"CBF150MA, SC1504, SC1505"
90305-KFN-850,"NUT, HEX. CAP, 7MM",2,"SC1504, SC1505"
90305-KPL-900,"NUT, HEX. SPECIAL, 16MM",9,"SC1504, SC1505, SCV100CM2, SCV100CM5, SCV100F3, SCV100F5, SCV100F9, SCV100FA, SCV100G8"
90305-KSP-900,"NUT, EXHAUST PIPE, 8MM",127,"CB110AMF, CB110AMH, CB110BK, CB110C2F, CB110C2G, CB110C2H, CB110C2K, CB110C2MG, CB110C2MH, CB110C2MK, CB110CE, CB110CF, CB110CG, CB110CMDK, CB110CME, CB110CMF, CB110CMG, CB110CMH, CB110D, CB110E, CB110J, CB110MD, CB110ME, CB190XN, CB190XR, CB190XS, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR, CB350RSM, CB350RSP/RSR, CBF110A, CBF110BK, CBF110C, CBF110E, CBF110G, CBF110H, CBF110J, CBF110MA, CBF110MC, CBF110ME, CBF110MSE, CBF110SBK, CBF110SG, CBF110SH, CBF110SJ, CBF1256, CBF1259, CBF125A, CBF125BH, CBF125C, CBF125C9, CBF125CA, CBF125CC, CBF125F, CBF125H, CBF125J/K, CBF125L, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF125MCC, CBF125MG, CBF125MH, CBF125MJ/MK, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF150M9, CBF150MA, CBF150MB, CBF150MC, CBF150MD, CBF150MH, CBF150MK, CBF160AL, CBF160AR, CBF160AS, CBF160F, CBF160FSJ, CBF160FSK, CBF160FSM, CBF160FSN, CBF160FSR, CBF160FSS, CBF160G, CBF160H, CBF160MAJ, CBF160MAK, CBF160MG, CBF160MH, CBF160MJ, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, CBF300NAN, CBR150RC, CBR150RG, CBR250RAB, CBR250RAC, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RAJ, CBR250RB, CBR250RC, CBR250RD, CBR250RG, CBR250RH, CBR250RJ"
90305-KVN-901,"NUT, FLANGE, 14MM (SIMMONDS MARSHALL)",59,"CB190XN, CB190XR, CB190XS, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR, CB350RSM, CB350RSP/RSR, CBF125ZT, CBF150MA, CBF150MB, CBF150MC, CBF150MD, CBF150MH, CBF160AL, CBF160AR, CBF160AS, CBF160F, CBF160FSJ, CBF160FSK, CBF160FSM, CBF160FSN, CBF160FSR, CBF160FSS, CBF160G, CBF160H, CBF160MAJ, CBF160MAK, CBF160MG, CBF160MH, CBF160MJ, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF190MAS, CBR250RAB, CBR250RAC, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RAJ, CBR250RB, CBR250RC, CBR250RD, CBR250RG, CBR250RH, CBR250RJ, MC300AN, MC300AP, MC300AS"
90305-KWP-901,"NUT, HEX., 16MM",68,"NVA110BK, NVA110G, NVA110H, NVA110K, NVB110H, SCV1109, SCV110B, SCV110D, SCV110E, SCV110F, SCV110FBC, SCV110FBH, SCV110FBK, SCV110FBL, SCV110FBR, SCV110FBS, SCV110FC, SCV110FD, SCV110FF, SCV110FH, SCV110FK, SCV110FL, SCV110FM, SCV110FP, SCV110FR, SCV110FS, SCV110G, SCV110GA, SCV110GC, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF, SCV110GFH, SCV110GFK, SCV110GH, SCV110GK, SCV110H, SCV110HE, SCV110HF, SCV110HH, SCV110HK, SCV110J, SCV110L, SCV110LI, SCV110M, SCV110N, SCV110P/SR, SCV110S, SCV110T, SCV125E, SCV125FP, SCV125G, SCV125H, SCV125K, SCV125L, SCV125N, SCV125S, SCV125SBR, SCV125SBT, SCV125SJ, SCV125SK, SCV125SL, SCV125SM, SCV125SN, SCV125SR, SCV125ST, SCV125T"
90305-KYJ-711,"NUT, FLANGE, 16MM (PREVAILING TORQUE)",37,"CB190XN, CB190XR, CB190XS, CB350CR, CB350CS, CB350CSR, CB350CSS, CB350CST, CB350CT, CB350DM, CB350DP, CB350DSM, CB350DSN, CB350DSP/DSR, CB350RSM, CB350RSP/RSR, CBF160MAK, CBF160MG, CBF160MH, CBF190MAL, CBF190MAM, CBF190MAN, CBF190MAR, CBF300NAN, CBR250RAB, CBR250RAC, CBR250RAD, CBR250RAG, CBR250RAH, CBR250RB, CBR250RC, CBR250RD, CBR250RG, CBR250RH, MC300AN, MC300AP, MC300AS"
90305-MBZ-C50,"NUT, SPECIAL, U, 16MM",9,"CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90305-MJE-D01,"NUT, U, 18MM",7,"CB650RAM, CB650RAN, CBR650FAG, CBR650FAJ, CBR650RAL, CBR650RAM, CBR650RAN"
90305-MKS-E00,"NUT, FLANGE, 8MM",6,"CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90305-ML7-000,"BOLT, FR. AXLE",2,"CBR650FAG, CBR650FAJ"
90306-KCJ-951,"NUT, U, 16MM",9,"CBF160MAJ, CBF160MG, CBF160MH, CBF160MJ, CBF300NAK, CBR250RAH, CBR250RAJ, CBR250RH, CBR250RJ"
90306-KF0-003,"NUT, FLANGE, 12MM(FUSERASHI)",10,"CBR150RC, CRF1000DH, CRF1000DJ, CRF1000DK, CRF1100AL2L, CRF1100AL2M, CRF1100AL2N, CRF1100DL2L, CRF1100DL2M, CRF1100DL2N"
90306-KGH-901,"NUT, U, 12MM(FUJI SEIMITSU)",12,"CB500XAM, CB650RAM, CB650RAN, CBF1505, CBF1506, CBF150M5, CBF150M6, CBR650FAG, CBR650FAJ, CBR650RAL, CBR650RAM, CBR650RAN"
90306-KPL-900,"NUT, SPECIAL FLANGE, 12MM",8,"SC1504, SC1505, SCV100CM2, SCV100CM5, SCV100F3, SCV100F5, SCV100F9, SCV100FA"
90306-KRM-840,"NUT, CYLINDER HEAD",36,"CBF1256, CBF1259, CBF125A, CBF125BH, CBF125C, CBF125C9, CBF125CA, CBF125CC, CBF125F, CBF125H, CBF125J/K, CBF125L, CBF125M7, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MC9, CBF125MCA, CBF125MCC, CBF125MG, CBF125MH, CBF125MJ/MK, CBF1505, CBF1506, CBF1507, CBF150M5, CBF150M6, CBF150M7, CBF150M9, CBF150MA, CBF150MB, CBF150MC, CBF150MD, CBF150MH, CBF150MK"
90306-KST-942,"NUT, FLANGE, 12MM (LEO FASTENERS)",50,"CB110AMF, CB110CE, CB110CF, CB110CME, CB110CMF, CB110D, CB110E, CB110J, CB110MD, CB110ME, CBF110A, CBF110C, CBF110E, CBF110H, CBF110J, CBF110MA, CBF110MC, CBF110ME, CBF110MSE, CBF110SH, CBF110SJ, CBF1259, CBF125C, CBF125CC, CBF125F, CBF125H, CBF125M9/MF, CBF125MA, CBF125MB, CBF125MC, CBF125MCC, CBF150MB, CBF150MC, SCV1109, SCV110B, SCV110D, SCV110E, SCV110FBC, SCV110FC, SCV110FD, SCV110FF, SCV110GA, SCV110GC, SCV110GD, SCV110GF, SCV110GFD, SCV110GFF, SCV110HE, SCV125E, SCV125G"
